lil_interpretations
"[(""it  ' s difficult to imagine the process that produced such a script  , but here  ' s guessing that spray cheese and under arm noise s played a crucial role  ."", 0.04019993543624878), (""here  ' s guessing that spray cheese and under arm noise s played a crucial role"", 0.02753126621246338), (""it  ' s difficult to imagine the process that produced such a script"", 0.02157360315322876), ("" ' s difficult to imagine the process that produced such a script"", 0.017452239990234375), ('guessing that spray cheese and under arm noise s played a crucial role', 0.010307550430297852)]"
[('no sophomore slump for director  sam men des  , who  se gue s from  os car winner to  os car - winning potential with a smooth  s leigh t of hand  .', 0.0008199810981750488), ('no sophomore slump', 0.0008199810981750488), ('for director  sam men des  , who  se gue s from  os car winner to  os car - winning potential with a smooth  s leigh t of hand', 0.0008199810981750488), ('director  sam men des  , who  se gue s from  os car winner to  os car - winning potential with a smooth  s leigh t of hand', 0.0008199810981750488), ('director  sam men des', 0.0008199810981750488)]
[('be', -0.40374642610549927), ('to', -0.4038339853286743), ('compensate', -0.4038982391357422), (',', -0.4039984941482544), ('feeling', -0.40408962965011597)]
[('figures', -0.24624842405319214), ('historical', -0.24626445770263672), ('these', -0.2511693835258484), ('marginal', -0.25253939628601074), ('about', -0.25437813997268677)]
[('neither park er nor don ov an is a typical romantic lead  , but they bring a fresh  , quirky charm to the formula  .', 0.008913815021514893), ('neither park er nor don ov an is a typical romantic lead', 0.008913815021514893), ('neither park er nor don ov an', 0.008913815021514893), ('don ov an', 0.008913815021514893), ('is a typical romantic lead', 0.008913815021514893)]
[('his last movie was poetic ally romantic and full of in del ible images  , but his latest has nothing going for it  .', 0.036359190940856934), ('his last movie was poetic ally romantic and full of in del ible images', 0.02322697639465332), ('was poetic ally romantic and full of in del ible images', 0.021593987941741943), ('poetic ally romantic and full of in del ible images', 0.019156157970428467), ('full of in del ible images', -0.007526814937591553)]
[('does paint some memorable images  . . .  , but  m akh mal ba f keeps her distance from the characters', 0.03602731227874756), ('does paint some memorable images', 0.03602731227874756), ('paint some memorable images', 0.03602731227874756), (' m akh mal ba f keeps her distance from the characters', 0.03602731227874756), (' m akh mal ba f', 0.03602731227874756)]
[('a gripping movie  , played with performances that are all under state d and touching  .', 0.0004978179931640625), ('a gripping movie', 0.0004978179931640625), ('played with performances that are all under state d and touching', 0.0004978179931640625), ('with performances that are all under state d and touching', 0.0004978179931640625), ('performances that are all under state d and touching', 0.0004978179931640625)]
"[(""it  ' s one of those baseball pictures where the hero is stoic  , the wife is patient  , the kids are as cute as all get - out and the odds against success are long enough to intimidate  , but short enough to make a dream seem possible  ."", 0.0061664581298828125), ("" ' s one of those baseball pictures where the hero is stoic  , the wife is patient  , the kids are as cute as all get - out and the odds against success are long enough to intimidate  , but short enough to make a dream seem possible"", 0.0061664581298828125), ('s one of those baseball pictures where the hero is stoic  , the wife is patient  , the kids are as cute as all get - out and the odds against success are long enough to intimidate  , but short enough to make a dream seem possible', 0.0061664581298828125), ('one of those baseball pictures where the hero is stoic  , the wife is patient  , the kids are as cute as all get - out and the odds against success are long enough to intimidate  , but short enough to make a dream seem possible', 0.0061664581298828125), ('of those baseball pictures where the hero is stoic  , the wife is patient  , the kids are as cute as all get - out and the odds against success are long enough to intimidate  , but short enough to make a dream seem possible', 0.0061664581298828125)]"
"[(""combining quick - cut editing and a  bla ring heavy metal much of the time  ,  beck seems to be under the illusion that he  ' s shooting the latest system of a down video  ."", 0.04172360897064209), ('combining quick - cut editing and a  bla ring heavy metal much of the time', 0.0404621958732605), (""seems to be under the illusion that he  ' s shooting the latest system of a down video"", 0.03980147838592529), (""to be under the illusion that he  ' s shooting the latest system of a down video"", 0.03902745246887207), (""be under the illusion that he  ' s shooting the latest system of a down video"", 0.03797239065170288)]"
"[(""the movie  ' s relatively simple plot and un com plica ted morality play well with the  aff able cast  ."", 0.0017980337142944336), (""the movie  ' s relatively simple plot and un com plica ted morality"", 0.0017980337142944336), (""the movie  ' s relatively simple plot"", 0.0017980337142944336), (""the movie  ' s"", 0.0017980337142944336), ('relatively simple', 0.0017980337142944336)]"
[('val', -0.3461202383041382), ('kil', -0.34663891792297363), ('mer', -0.34701502323150635), ('s', -0.3493858575820923), ('interesting', -0.3493996262550354)]
[('win', -0.31828874349594116), ('are', -0.31843388080596924), ('back', -0.3189249634742737), ('cing', -0.3190883994102478), ('they', -0.3192705512046814)]
"[(""it  ' s great  es cap ist fun that recreate s a place and time that will never happen again  ."", 0.00019496679306030273), ("" ' s great  es cap ist fun that recreate s a place and time that will never happen again"", 0.00019496679306030273), (""' s great  es cap ist fun that recreate s a place and time that will never happen again"", 0.00019496679306030273), ('s great  es cap ist fun that recreate s a place and time that will never happen again', 0.00019496679306030273), ('ist fun that recreate s a place and time that will never happen again', 0.00019496679306030273)]"
[('wit', -0.38959944248199463), ('intelligence', -0.3909955620765686), ('', -0.3918231129646301), ('ity', -0.3918701410293579), ('original', -0.39214450120925903)]
[('some', -0.258993923664093), ('appealing', -0.26466721296310425), ('of', -0.2667531371116638), ('presence', -0.27736252546310425), ('ingredients', -0.2774770259857178)]
[('hilarious ly in ep t and ridiculous  .', 0.03092867136001587), ('in ep t', 0.03092867136001587), ('ep t', 0.030923545360565186), ('and', 0.029962599277496338), ('t', 0.0299566388130188)]
[('this movie is mad den ing  .', -0.020911753177642822), ('is mad den ing', -0.08764153718948364), ('mad den ing', -0.11523735523223877), ('this movie', -0.15505796670913696), ('mad', -0.18679457902908325)]
"[(""it haunt s you  , you ca  n ' t forget it  , you admire its conception and are able to resolve some of the confusion s you had while watching it  ."", 0.00017660856246948242), ('it haunt s you', 0.00017660856246948242), ('haunt s you', 0.00017660856246948242), (""you ca  n ' t forget it"", 0.00017660856246948242), (""ca  n ' t forget it"", 0.00017660856246948242)]"
[(' sam men des has become  vale dict or ian at the school for soft landing s and easy ways out  .', 0.03350335359573364), ('has become  vale dict or ian at the school for soft landing s and easy ways out', 0.03350335359573364), ('become  vale dict or ian at the school for soft landing s and easy ways out', 0.03350335359573364), (' vale dict or ian', 0.03350335359573364), ('for soft landing s and easy ways out', 0.03350335359573364)]
"[(""one of the smart est takes on singles culture  i  ' ve seen in a long time  ."", 0.0002994537353515625), ('one of the smart est', 0.0002994537353515625), ('of the smart est', 0.0002994537353515625), ('the smart est', 0.0002994537353515625), (""takes on singles culture  i  ' ve seen in a long time"", 0.0002994537353515625)]"
[('mood y  , heart breaking  , and filmed in a natural  , unforced style that makes its characters seem entirely convincing even when its script is not  .', 9.846687316894531e-05), ('mood y', 9.846687316894531e-05), ('heart breaking', 9.846687316894531e-05), ('filmed in a natural  , unforced style that makes its characters seem entirely convincing even when its script is not ', 9.846687316894531e-05), ('filmed in a natural  , unforced style that makes its characters seem entirely convincing even when its script is not', 9.846687316894531e-05)]
[('every nano second of the the new guy reminds you that you could be doing something else far more plea sur able  .', 0.051316142082214355), ('reminds you that you could be doing something else far more plea sur able', 0.05119621753692627), ('that you could be doing something else far more plea sur able', 0.0508846640586853), ('you could be doing something else far more plea sur able', 0.05053877830505371), ('could be doing something else far more plea sur able', 0.05000489950180054)]
[('comes  . . . un com fort ably close to coast ing in the tread s of the bicycle thief  .', 0.1428712010383606), ('un com fort ably close to coast ing in the tread s of the bicycle thief', 0.141049325466156), ('to coast ing in the tread s of the bicycle thief', 0.13175469636917114), ('in the tread s of the bicycle thief', 0.10969346761703491), ('the tread s of the bicycle thief', 0.09490495920181274)]
[('warm water under a red bridge is a quirky and poignant  japan ese film that explores the fascinating connections between women  , water  , nature  , and sexuality  .', 6.532669067382812e-05), ('warm water under a red bridge', 6.532669067382812e-05), ('warm water', 6.532669067382812e-05), ('under a red bridge', 6.532669067382812e-05), ('a red bridge', 6.532669067382812e-05)]
[('it seems to me the film is about the art of ripping people off without ever letting them conscious ly know you have done so', -0.03264516592025757), ('seems to me the film is about the art of ripping people off without ever letting them conscious ly know you have done so', -0.04216188192367554), ('ripping people off without ever letting them conscious ly know you have done so', -0.08410978317260742), ('of ripping people off without ever letting them conscious ly know you have done so', -0.08888471126556396), ('the film is about the art of ripping people off without ever letting them conscious ly know you have done so', -0.09622257947921753)]
